date,category,forecast_cost,loss_rate,recommended_markup,recommended_price,recommended_replenishment_kg,expected_demand_kg,expected_sales_kg,expected_revenue,expected_cost,expected_profit,markup_support_p05,markup_support_p95,price_in_support
2023-07-01,水生根茎类,12.563152990918143,0.1365,0.6937173145408115,21.278429745943242,31.106605733283608,31.003008787403267,24.22952840432066,515.5663179286735,390.7970468554134,124.76927107326009,0.2710303679823982,0.6937173145408115,True
2023-07-02,水生根茎类,12.682553212635915,0.1365,0.6937173145408115,21.480659968826643,27.460173773605142,28.438263253180438,21.30630767148032,457.67355028227126,348.2651151119764,109.40843517029487,0.2710303679823982,0.6937173145408115,True
2023-07-03,水生根茎类,12.639167048207279,0.1365,0.6796277496555311,21.229095706700733,15.472511769481148,18.47139044636613,11.41748697752248,242.382923775834,195.55966090982542,46.82326286600858,0.2710303679823982,0.6937173145408115,True
2023-07-04,水生根茎类,12.587797917519742,0.1365,0.6937173145408115,21.32017128484396,16.147266259581396,18.661307475563707,11.851102854395027,252.66754277000513,203.2585245959955,49.40901817400962,0.2710303679823982,0.6937173145408115,True
2023-07-05,水生根茎类,12.465228737076165,0.1365,0.6937173145408115,21.112573741697595,15.711543866157628,18.346005754629772,11.584678416982147,244.58237735238814,195.84798810426082,48.734389248127314,0.2710303679823982,0.6937173145408115,True
2023-07-06,水生根茎类,12.486688169168273,0.1365,0.6796277496555311,20.972987950230447,16.279846702610413,18.309605201572566,11.867610847527844,248.89925930322562,203.28136921735856,45.61789008586706,0.2710303679823982,0.6937173145408115,True
2023-07-07,水生根茎类,12.501544627416669,0.1365,0.6866725320981713,21.086011931863162,21.60406748048195,22.736775831662957,16.256594345543622,342.786742341592,270.08421374096633,72.70252860062567,0.2710303679823982,0.6937173145408115,True
2023-07-01,花叶类,3.3118466122455894,0.1283,0.9120385173659187,6.332378286221397,277.99869102504135,259.4883169493311,225.2047091760243,1426.081410341061,920.6890230799916,505.3923872610694,0.45816526488919007,0.9120385173659187,True
2023-07-02,花叶类,3.3118466122455894,0.1283,0.9120385173659187,6.332378286221397,266.13905908071007,248.1674179865704,216.05023452106295,1368.1118138142194,881.4117412026784,486.70007261154103,0.45816526488919007,0.9120385173659187,True
2023-07-03,花叶类,3.3118466122455894,0.1283,0.9120385173659187,6.332378286221397,207.12333046755032,197.1912293832675,164.09633431021715,1039.1200642345464,685.9607003259802,353.1593639085662,0.45816526488919007,0.9120385173659187,True
2023-07-04,花叶类,3.3118466122455894,0.1283,0.9120385173659187,6.332378286221397,199.02505849136995,189.19056637364594,158.0673519041597,1000.9422669584172,659.1404657166238,341.80180124179344,0.45816526488919007,0.9120385173659187,True
2023-07-05,花叶类,3.3118466122455894,0.1283,0.9120385173659187,6.332378286221397,202.41061503385112,194.23610754344142,161.57221286172793,1023.1363723823475,670.352909682406,352.78346269994154,0.45816526488919007,0.9120385173659187,True
2023-07-06,花叶类,3.3118466122455894,0.1283,0.9120385173659187,6.332378286221397,199.14133282075719,188.53869118910396,157.20002702222507,995.4500377089549,659.5255484604961,335.9244892484588,0.45816526488919007,0.9120385173659187,True
2023-07-07,花叶类,3.3118466122455894,0.1283,0.9120385173659187,6.332378286221397,216.6639250486535,204.55874284673988,173.05649548683297,1095.8591943103922,717.5576861682155,378.3015081421768,0.45816526488919007,0.9120385173659187,True
2023-07-01,花菜类,7.908638516039449,0.1551,0.7733355763415396,14.024670040917716,43.73351731783592,39.61972142558839,33.877685267634796,475.12335762863717,345.8725795017154,129.25077812692177,0.2843646743417992,0.7901966419277375,True
2023-07-02,花菜类,7.908638516039449,0.1551,0.7817661091346386,14.091344077275952,40.235467837412344,37.17715037351137,31.134475323537323,438.7266044494219,318.20777064982576,120.51883379959617,0.2843646743417992,0.7901966419277375,True
2023-07-03,花菜类,7.908638516039449,0.1551,0.7901966419277375,14.158018113634187,26.584526736945968,25.136429148130116,19.584337756133696,277.27540869487075,210.24741208249142,67.02799661237933,0.2843646743417992,0.7901966419277375,True
2023-07-04,花菜类,7.908638516039449,0.1551,0.7817661091346386,14.091344077275952,27.39552898835725,26.043508839841284,20.19852267619435,284.62433288291527,216.6613357245974,67.96299715831788,0.2843646743417992,0.7901966419277375,True
2023-07-05,花菜类,7.908638516039449,0.1551,0.7901966419277375,14.158018113634187,27.79556512270948,25.9592519736049,20.500761007054475,290.2501456811627,219.82507690454298,70.4250687766197,0.2843646743417992,0.7901966419277375,True
2023-07-06,花菜类,7.908638516039449,0.1551,0.7901966419277375,14.158018113634187,26.94131547289727,25.53100392823402,19.87917649493411,281.4497408994081,213.0691252217249,68.38061567768318,0.2843646743417992,0.7901966419277375,True
2023-07-07,花菜类,7.908638516039449,0.1551,0.7817661091346386,14.091344077275952,31.4493881925251,29.36643327357396,23.688295332218427,333.7999201304197,248.7218427652803,85.07807736513942,0.2843646743417992,0.7901966419277375,True
2023-07-01,茄类,4.696214838972686,0.0668,0.9193631460057826,9.013741687649656,28.089742585844146,28.399582003364657,23.92042260636361,215.61251043317688,131.91546595456427,83.69704447861261,0.3343707088042767,0.9193631460057826,True
2023-07-02,茄类,4.696214838972686,0.0668,0.9096132720524241,8.967954184911779,27.86811007578807,28.431533146844224,23.976296670778503,215.01833006739443,130.87463207204019,84.14369799535424,0.3343707088042767,0.9193631460057826,True
2023-07-03,茄类,4.696214838972686,0.0668,0.9096132720524241,8.967954184911779,20.291639347542926,21.44616749653499,16.748828626070505,150.2027277695392,95.29389781101312,54.90882995852607,0.3343707088042767,0.9193631460057826,True
2023-07-04,茄类,4.696214838972686,0.0668,0.8998633980990658,8.922166682173906,18.958221317487915,20.197213777001846,15.618163169932492,139.34785507152728,89.03188027171505,50.315974799812224,0.3343707088042767,0.9193631460057826,True
2023-07-05,茄类,4.696214838972686,0.0668,0.9193631460057826,9.013741687649656,19.234964032551435,20.343665498769067,15.715370475735563,141.65428999399626,90.33152351677396,51.3227664772223,0.3343707088042767,0.9193631460057826,True
2023-07-06,茄类,4.696214838972686,0.0668,0.9193631460057826,9.013741687649656,18.858289849971957,20.314503612710723,15.552694304523918,140.1879690079586,88.5625806310863,51.625388376872294,0.3343707088042767,0.9193631460057826,True
2023-07-07,茄类,4.696214838972686,0.0668,0.9193631460057826,9.013741687649656,21.72867696180419,22.734446366792362,18.20945958115018,164.13536493618483,102.04253517926878,62.092829756916046,0.3343707088042767,0.9193631460057826,True
2023-07-01,辣椒类,3.293783947086871,0.0924,1.1344405294324063,7.030385951856061,154.24430095610893,144.4080723020612,129.88218688824045,913.1219020954293,508.0474024188677,405.0744996765616,0.3246382322765557,1.1344405294324063,True
2023-07-02,辣椒类,3.2941651294219514,0.0924,1.1344405294324063,7.03119956288116,146.0605494631949,137.6851931005626,122.28521438858016,859.8117459558138,481.1475688258667,378.66417712994706,0.3246382322765557,1.1344405294324063,True
2023-07-03,辣椒类,3.2949586215628273,0.0924,1.1344405294324063,7.032893224666432,116.84858836716377,110.52915331245133,96.15289694735928,676.2330574731327,385.01126365783216,291.22179381530054,0.3246382322765557,1.1344405294324063,True
2023-07-04,辣椒类,3.2866524294298007,0.0924,1.1344405294324063,7.015164151532447,114.84462735941271,108.84765062928412,93.6283858790195,656.8184961843444,377.45437351777394,279.3641226665705,0.3246382322765557,1.1344405294324063,True
2023-07-05,辣椒类,3.273460944865349,0.0924,1.1344405294324063,6.9870077122347,114.97931869421456,110.28282277461031,93.96437539541452,656.5298155630777,376.3803092127377,280.14950635034,0.3246382322765557,1.1344405294324063,True
2023-07-06,辣椒类,3.3170112487701124,0.0924,1.1344405294324063,7.079963245958125,115.35339831961066,110.14440060452839,94.07489532235185,666.0468012496091,382.62851981000796,283.4182814396011,0.3246382322765557,1.1344405294324063,True
2023-07-07,辣椒类,3.330346458065576,0.0924,1.1344405294324063,7.108426457146827,131.24264041417067,123.63983346146594,108.71582506159685,772.798447178401,437.08346265050733,335.7149845278937,0.3246382322765557,1.1344405294324063,True
2023-07-01,食用菌,3.6435485809810197,0.09449999999999999,0.7638900355837149,6.426819036157605,80.97533465255653,83.45040078189918,65.7789561266807,422.74944741352743,295.03756566778554,127.71188174574189,0.37204059999683675,0.7705315514411196,True
2023-07-02,食用菌,3.6292298078901366,0.09449999999999999,0.7705315514411196,6.42566588230008,73.05823695803076,76.82353477023086,58.66636432547474,376.97045568478956,265.14513127998606,111.8253244048035,0.37204059999683675,0.7705315514411196,True
2023-07-03,食用菌,3.604842976758502,0.09449999999999999,0.7506070038689054,6.310663362961068,46.69364945996061,52.37668018493383,35.63391551454213,224.87364511647104,168.32327431496245,56.55037080150859,0.37204059999683675,0.7705315514411196,True
2023-07-04,食用菌,3.599962312048191,0.09449999999999999,0.7638900355837149,6.349937650698717,42.460434526674305,48.29870673714454,32.03473032689683,203.41854023274217,152.85596404921728,50.5625761835249,0.37204059999683675,0.7705315514411196,True
2023-07-05,食用菌,3.6100840335629805,0.09449999999999999,0.7705315514411196,6.391767684777078,49.931240898474584,54.32357128020244,38.33204064479568,245.00949868496656,180.25597554356997,64.75352314139658,0.37204059999683675,0.7705315514411196,True
2023-07-06,食用菌,3.68325887455391,0.09449999999999999,0.7572485197263101,6.472401205078653,49.54256269089609,52.980242218650424,37.78903475750251,244.58579410321838,182.47808369938647,62.1077104038319,0.37204059999683675,0.7705315514411196,True
2023-07-07,食用菌,3.7545028478038924,0.09449999999999999,0.7705315514411196,6.6474657520123275,59.82454854903321,63.36829987636434,46.7943757706457,311.06401032216274,224.6114378959274,86.45257242623535,0.37204059999683675,0.7705315514411196,True

