date,category,baseline_markup,baseline_price,baseline_replenishment_kg,baseline_expected_profit
2023-07-01,水生根茎类,0.46640404536498,18.422658368421512,19.307138721151464,64.57875913094128
2023-07-02,水生根茎类,0.46640404536498,18.59774733656593,19.307138721151464,65.19251573838432
2023-07-03,水生根茎类,0.46640404536498,18.534125689534907,19.307138721151464,64.96949651189888
2023-07-04,水生根茎类,0.46640404536498,18.45879778848782,19.307138721151464,64.70544220006852
2023-07-05,水生根茎类,0.46640404536498,18.27906184644829,19.307138721151464,64.07539609727374
2023-07-06,水生根茎类,0.46640404536498,18.310530044479393,19.307138721151464,64.18570467165509
2023-07-07,水生根茎类,0.46640404536498,18.332315614954634,19.307138721151464,64.26207177786287
2023-07-01,花叶类,0.672125929659804,5.537824595391829,143.2222750290893,217.04978978988896
2023-07-02,花叶类,0.672125929659804,5.537824595391829,143.2222750290893,217.04978978988896
2023-07-03,花叶类,0.672125929659804,5.537824595391829,143.2222750290893,217.04978978988896
2023-07-04,花叶类,0.672125929659804,5.537824595391829,143.2222750290893,217.04978978988896
2023-07-05,花叶类,0.672125929659804,5.537824595391829,143.2222750290893,217.04978978988896
2023-07-06,花叶类,0.672125929659804,5.537824595391829,143.2222750290893,217.04978978988896
2023-07-07,花叶类,0.672125929659804,5.537824595391829,143.2222750290893,217.04978978988896
2023-07-01,花菜类,0.5361697826803529,12.14901151048179,19.124325786652687,45.0580840498298
2023-07-02,花菜类,0.5361697826803529,12.14901151048179,19.124325786652687,45.0580840498298
2023-07-03,花菜类,0.5361697826803529,12.14901151048179,19.124325786652687,45.0580840498298
2023-07-04,花菜类,0.5361697826803529,12.14901151048179,19.124325786652687,45.0580840498298
2023-07-05,花菜类,0.5361697826803529,12.14901151048179,19.124325786652687,45.0580840498298
2023-07-06,花菜类,0.5361697826803529,12.14901151048179,19.124325786652687,45.0580840498298
2023-07-07,花菜类,0.5361697826803529,12.14901151048179,19.124325786652687,45.0580840498298
2023-07-01,茄类,0.5948280676052862,7.48965523669808,20.36234768232196,46.693539416443514
2023-07-02,茄类,0.5948280676052862,7.48965523669808,20.36234768232196,46.693539416443514
2023-07-03,茄类,0.5948280676052862,7.48965523669808,20.36234768232196,46.693539416443514
2023-07-04,茄类,0.5948280676052862,7.48965523669808,20.36234768232196,46.693539416443514
2023-07-05,茄类,0.5948280676052862,7.48965523669808,20.36234768232196,46.693539416443514
2023-07-06,茄类,0.5948280676052862,7.48965523669808,20.36234768232196,46.693539416443514
2023-07-07,茄类,0.5948280676052862,7.48965523669808,20.36234768232196,46.693539416443514
2023-07-01,辣椒类,0.6416207173548196,5.4071439660285385,85.48180444500409,137.9453999656945
2023-07-02,辣椒类,0.6416207173548196,5.407769722846896,85.48180444500409,137.9613640818955
2023-07-03,辣椒类,0.6416207173548196,5.409072335984416,85.48180444500409,137.994595949104
2023-07-04,辣椒类,0.6416207173548196,5.39543671889651,85.48180444500409,137.6467282642804
2023-07-05,辣椒类,0.6416207173548196,5.37378130454284,85.48180444500409,137.09426196909607
2023-07-06,辣椒类,0.6416207173548196,5.445274385679998,85.48180444500409,138.91817154764732
2023-07-07,辣椒类,0.6416207173548196,5.467165741529694,85.48180444500409,139.47665710997939
2023-07-01,食用菌,0.5844980229573401,5.773195523113447,48.80791985485525,77.31564798507594
2023-07-02,食用菌,0.5844980229573401,5.750507455459768,48.80791985485525,77.01180539995119
2023-07-03,食用菌,0.5844980229573401,5.711866569745499,48.80791985485525,76.49431987468967
2023-07-04,食用菌,0.5844980229573401,5.704133166161293,48.80791985485525,76.3907527762172
2023-07-05,食用菌,0.5844980229573401,5.720171013890402,48.80791985485525,76.60553444860258
2023-07-06,食用菌,0.5844980229573401,5.836116404770748,48.80791985485525,78.1582954785915
2023-07-07,食用菌,0.5844980229573401,5.949002339532971,48.80791985485525,79.67008373512977

