item_id,option,category,category_id,item_name,price,markup,cost,loss_rate,demand,effective_inventory,replenishment,expected_sales,profit,scenario_demand,scenario_effective_inventory,scenario_profit,expected_profit
102900011032732,4,水生根茎类,1011010402,高瓜(2),41.4100869968217,2.024842001228758,13.69,0.1365,2.093676831513569,4.187353663027138,4.849280443575146,2.093676831513569,20.312690463663145,2.093676831513569,4.187353663027138,20.312690463663145,20.312690463663145
102900011007969,4,水生根茎类,1011010402,红莲藕带,10.321961044103315,0.9512213693957117,5.29,0.1365,1.020153473826294,2.15875,2.5,1.020153473826294,-2.6950155841583214,1.020153473826294,2.15875,-2.6950155841583214,-2.6950155841583214
102900011001691,4,水生根茎类,1011010402,菱角,17.943218754494463,0.9588666762548541,9.16,0.1365,1.230515484125902,2.461030968251804,2.850064815578233,1.230515484125902,-4.027185198232896,1.230515484125902,2.461030968251804,-4.027185198232896,-4.027185198232896
102900005118824,4,水生根茎类,1011010402,高瓜(1),24.98929336188437,1.1413276231263383,11.67,0.1365,2.1762462087736254,4.352492417547251,5.040523934623336,2.1762462087736254,-4.44005937832155,2.1762462087736254,4.352492417547251,-4.44005937832155,-4.44005937832155
102900011018132,4,水生根茎类,1011010402,野生粉藕,26.327868852459016,0.639344262295082,16.06,0.1365,1.769936149976018,3.5398722999520364,4.099446786279139,1.769936149976018,-19.238468553848136,1.769936149976018,3.5398722999520364,-19.238468553848136,-19.238468553848136
102900005116899,4,水生根茎类,1011010402,净藕(1),17.96505445195849,0.7307374231173882,10.38,0.1365,4.8506473102962,9.7012946205924,11.234851905723684,4.8506473102962,-29.475619724694624,4.8506473102962,9.7012946205924,-29.475619724694624,-29.475619724694624
102900051000944,4,水生根茎类,1011010402,洪湖藕带,31.341176470588238,0.7411764705882353,18.0,0.1365,3.108806607591312,6.217613215182624,7.20047853524334,3.108806607591312,-32.17495713293005,3.108806607591312,6.217613215182624,-32.17495713293005,-32.17495713293005
102900011030110,4,花叶类,1011010101,菠菜(份),10.226889506374635,1.512749264465512,4.07,0.1283,36.95327423975114,73.90654847950228,84.78438508604138,36.95327423975114,32.84460524850658,36.95327423975114,73.90654847950228,32.84460524850658,32.84460524850658
102900005115946,4,花叶类,1011010101,木耳菜,8.630784185804881,1.702702702702702,3.1933901487478074,0.1283,5.7602704751938845,11.520540950387769,13.216176379933199,5.7602704751938845,7.511243867470007,5.7602704751938845,11.520540950387769,7.511243867470007,7.511243867470007
102900011030097,4,花叶类,1011010101,云南油麦菜(份),6.558364598364602,1.309283309283311,2.84,0.1283,23.576250778140086,47.15250155628017,54.09257950703243,23.576250778140086,0.9987226655477457,23.576250778140086,47.15250155628017,0.9987226655477457,0.9987226655477457
